household_id,crop_code,crop_name,crop_domain,disposition_share1_pct_unconfirmed,disposition_share2_pct_unconfirmed,disposition_share3_pct_unconfirmed,disposition_share4_pct_unconfirmed,disposition_share5_pct_unconfirmed,disposition_share6_pct_unconfirmed,disposition_total_check_pct,ph_saq07,storage_detail1_unconfirmed,storage_detail2_unconfirmed,storage_flag2_unconfirmed,storage_flag3_unconfirmed,storage_flag4_unconfirmed,storage_flag_unconfirmed,storage_qty1_unconfirmed,storage_qty1_unit_unconfirmed,storage_qty2_unconfirmed,storage_qty2_unit_unconfirmed,storage_qty3_unconfirmed,storage_qty3_unit_unconfirmed,storage_qty4_unconfirmed,storage_qty4_unit_unconfirmed,storage_qty5_unconfirmed,storage_qty5_unit_unconfirmed,storage_qty6_unconfirmed,storage_qty6_unit_unconfirmed,storage_qty7_unconfirmed,storage_qty7_unit_unconfirmed,loss_detail_a_unconfirmed,loss_detail_b_unconfirmed,loss_detail_c_unconfirmed,loss_detail_d_unconfirmed,loss_detail_e_unconfirmed,loss_detail_f_unconfirmed,loss_detail_g_unconfirmed,loss_detail_h_unconfirmed,loss_detail_i_unconfirmed,loss_detail_j_unconfirmed,loss_detail_k_unconfirmed,loss_detail_ka_unconfirmed,loss_detail_l_unconfirmed,loss_detail_la_unconfirmed,loss_detail_m_unconfirmed,loss_detail_ma_unconfirmed,loss_detail_n_unconfirmed,loss_detail_na_unconfirmed,loss_detail_o_unconfirmed,loss_detail_oa_unconfirmed,loss_detail_p_unconfirmed,loss_detail_pa_unconfirmed,loss_detail_q_unconfirmed,loss_detail_r_unconfirmed,loss_detail_s_unconfirmed,loss_detail_t_unconfirmed,loss_detail_u_unconfirmed,loss_detail_v_unconfirmed,loss_detail_w_unconfirmed,loss_detail_x_unconfirmed,loss_detail_y_unconfirmed,loss_detail_z_unconfirmed,loss_extra_a_unconfirmed,loss_extra_b_unconfirmed,loss_extra_c_unconfirmed,loss_extra_d_unconfirmed,loss_extra_e_unconfirmed,loss_extra_f_unconfirmed,loss_reason1_occurred,loss_reason1_qty,loss_reason1_unit,loss_reason2_occurred,loss_reason2_qty,loss_reason2_unit,loss_reason3_occurred,loss_reason3_qty,loss_reason3_unit,ph_saq07_loss,total_loss_qty,household_size,region_code,zone_code,woreda_code,is_rural
1010101601080.0,2,MAIZE,field_crop,89.0,0.0,0.0,11.0,0.0,0.0,100.0,1.0,,,,,,1.0,,2.0,8.0,2.0,0.0,700.0,23.0,2.0,0.0,600.0,,,,,1.0,3.0,3.0,6.0,2.0,1.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,2.0,,4.0,1.0,1.0,1.0,1.0
1010101601080.0,27,SESAME,field_crop,0.0,0.0,0.0,100.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4.0,1.0,1.0,1.0,1.0
1010101601087.0,2,MAIZE,field_crop,90.0,0.0,5.0,5.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6.0,1.0,1.0,1.0,1.0
1010101601101.0,2,MAIZE,field_crop,99.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,,,,,,1.0,,2.0,15.0,2.0,1.0,50.0,30.0,2.0,0.0,960.0,,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1.0,1.0,1.0,1.0
1010101601101.0,3,MILLET,field_crop,89.0,0.0,0.0,1.0,0.0,10.0,100.0,1.0,,,,,,1.0,,3.0,15.0,2.0,0.0,630.0,30.0,2.0,0.0,620.0,,,,,1.0,1.0,2.0,8.0,2.0,1.0,1.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1.0,1.0,1.0,1.0
1010101601101.0,6,SORGHUM,field_crop,98.0,0.0,0.0,2.0,0.0,0.0,100.0,2.0,,,,,,3.0,,12.0,23.0,6.0,4.0,370.0,53.0,6.0,3.0,1330.0,,,,,3.0,5.0,9.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,2.0,80.0,4.0,5.0,140.0,9.0,0.0,,,3.0,220.0,5.0,1.0,1.0,1.0,1.0
1010101601101.0,27,SESAME,field_crop,0.0,0.0,0.0,1.0,99.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,9.0,2.0,1.0,3.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,7.0,70.0,21.0,0.0,,,1.0,70.0,5.0,1.0,1.0,1.0,1.0
1010101601101.0,38,RED PEPPER,garden_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1.0,1.0,1.0,1.0
1010101601116.0,2,MAIZE,field_crop,99.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,,,,,,1.0,,2.0,10.0,2.0,1.0,310.0,25.0,2.0,1.0,230.0,,,,,1.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,9.0,1.0,1.0,1.0,1.0
1010101601116.0,3,MILLET,field_crop,74.0,0.0,0.0,1.0,25.0,0.0,100.0,1.0,,,,,,2.0,,3.0,15.0,2.0,0.0,720.0,30.0,2.0,0.0,700.0,,,,,2.0,3.0,9.0,18.0,10.0,3.0,9.0,18.0,2.0,1.0,2.0,,9.0,,3.0,,1.0,,2.0,,9.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,9.0,1.0,1.0,1.0,1.0
1010101601116.0,6,SORGHUM,field_crop,66.0,0.0,0.0,1.0,33.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,8.0,5.0,1.0,2.0,8.0,3.0,1.0,1.0,,8.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,9.0,1.0,1.0,1.0,1.0
1010101601116.0,27,SESAME,field_crop,0.0,0.0,0.0,2.0,98.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,19.0,10.0,3.0,6.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,9.0,1.0,1.0,1.0,1.0
1010101601116.0,38,RED PEPPER,garden_crop,99.0,1.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,9.0,1.0,1.0,1.0,1.0
1010101601131.0,2,MAIZE,field_crop,89.0,0.0,5.0,1.0,0.0,5.0,100.0,2.0,,,,,,1.0,,2.0,18.0,2.0,2.0,170.0,3.0,3.0,2.0,100.0,,,,,2.0,2.0,2.0,5.0,3.0,2.0,2.0,9.0,5.0,2.0,2.0,,9.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,8.0,1.0,1.0,1.0,1.0
1010101601131.0,3,MILLET,field_crop,91.0,1.0,2.0,2.0,2.0,2.0,100.0,4.0,,,,,,5.0,,6.0,47.0,4.0,1.0,870.0,17.0,6.0,0.0,1740.0,,,,,6.0,3.0,3.0,17.0,9.0,3.0,3.0,17.0,9.0,3.0,3.0,,17.0,,13.0,,3.0,,3.0,,17.0,,,,,,,,,,,,12.0,12.0,7.0,7.0,0.0,,0.0,,,0.0,,,0.0,,,4.0,,8.0,1.0,1.0,1.0,1.0
1010101601131.0,6,SORGHUM,field_crop,60.0,5.0,2.0,5.0,25.0,3.0,100.0,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,10.0,27.0,11.0,4.0,7.0,27.0,14.0,5.0,10.0,,27.0,,5.0,,1.0,,4.0,,9.0,,,,,,,,,,,,32.0,32.0,3.0,3.0,0.0,,0.0,,,0.0,,,0.0,,,6.0,,8.0,1.0,1.0,1.0,1.0
1010101601131.0,27,SESAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,8.0,1.0,1.0,1.0,1.0
1010101601131.0,38,RED PEPPER,garden_crop,91.0,0.0,0.0,1.0,0.0,8.0,100.0,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,4.0,18.0,6.0,2.0,6.0,7.0,2.0,2.0,6.0,,9.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,4.0,,8.0,1.0,1.0,1.0,1.0
1010101601146.0,2,MAIZE,field_crop,90.0,0.0,0.0,10.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,1.0,1.0,1.0,1.0
1010101601146.0,3,MILLET,field_crop,95.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,,,,,,1.0,,3.0,25.0,2.0,0.0,700.0,10.0,3.0,0.0,690.0,,,,,1.0,2.0,4.0,7.0,3.0,2.0,3.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,1.0,1.0,1.0,1.0
1010101601146.0,6,SORGHUM,field_crop,75.0,0.0,0.0,1.0,24.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,7.0,14.0,6.0,7.0,4.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,7.0,1.0,1.0,1.0,1.0
1010101601146.0,27,SESAME,field_crop,0.0,0.0,0.0,1.0,99.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,7.0,3.0,2.0,2.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,1.0,1.0,1.0,1.0
1010101601146.0,38,RED PEPPER,garden_crop,99.0,0.0,0.0,1.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,2.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,7.0,1.0,1.0,1.0,1.0
1010201403001.0,1,BARLEY,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,,,,,1.0,,1.0,13.0,2.0,1.0,150.0,28.0,2.0,1.0,130.0,,,,,2.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,10.0,1.0,1.0,2.0,1.0
1010201403001.0,2,MAIZE,field_crop,95.0,0.0,0.0,5.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,8.0,4.0,2.0,2.0,8.0,5.0,2.0,2.0,,6.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,10.0,1.0,1.0,2.0,1.0
1010201403001.0,3,MILLET,field_crop,50.0,0.0,0.0,20.0,10.0,20.0,100.0,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,7.0,24.0,12.0,6.0,6.0,24.0,15.0,6.0,7.0,,20.0,,0.0,,,,,,,,,,,,,,,,,,21.0,21.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,10.0,1.0,1.0,2.0,1.0
1010201403001.0,7,TEFF,field_crop,50.0,0.0,0.0,10.0,30.0,10.0,100.0,1.0,,,,,,4.0,,7.0,8.0,3.0,1.0,200.0,23.0,3.0,1.0,180.0,,,,,5.0,10.0,12.0,40.0,20.0,10.0,12.0,38.0,20.0,8.0,9.0,,22.0,,0.0,,,,,,,,,,,,,,,,,,7.0,7.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,5.0,,10.0,1.0,1.0,2.0,1.0
1010201403001.0,23,LINESEED,field_crop,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,,,,,,1.0,,23.0,13.0,2.0,1.0,250.0,28.0,2.0,1.0,200.0,,,,,5.0,1.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,10.0,1.0,1.0,2.0,1.0
1010201403001.0,38,RED PEPPER,garden_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,10.0,1.0,1.0,2.0,1.0
1010201403011.0,2,MAIZE,field_crop,50.0,0.0,5.0,5.0,20.0,20.0,100.0,1.0,,,,,,1.0,,2.0,9.0,2.0,2.0,500.0,24.0,2.0,2.0,400.0,,,,,4.0,3.0,3.0,11.0,6.0,3.0,4.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,7.0,1.0,1.0,2.0,1.0
1010201403011.0,3,MILLET,field_crop,50.0,0.0,0.0,20.0,30.0,0.0,100.0,1.0,,,,,,1.0,,3.0,9.0,3.0,1.0,450.0,24.0,3.0,1.0,400.0,,,,,6.0,6.0,7.0,24.0,9.0,6.0,7.0,24.0,8.0,4.0,5.0,,15.0,,0.0,,,,,,,,,,,,,,,,,,5.0,7.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,7.0,1.0,1.0,2.0,1.0
1010201403011.0,7,TEFF,field_crop,50.0,0.0,0.0,20.0,20.0,10.0,100.0,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,5.0,16.0,6.0,5.0,5.0,16.0,4.0,2.0,3.0,,6.0,,0.0,,,,,,,,,,,,,,,,,,6.0,8.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,7.0,1.0,1.0,2.0,1.0
1010201403011.0,38,RED PEPPER,garden_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,1.0,1.0,2.0,1.0
1010201403011.0,44,LEMONS,garden_crop,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,7.0,3.0,2.0,3.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,7.0,1.0,1.0,2.0,1.0
1010201403011.0,75,GESHO,garden_crop,5.0,0.0,0.0,0.0,95.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,5.0,3.0,2.0,3.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,1.0,1.0,2.0,1.0
1010201403016.0,2,MAIZE,field_crop,70.0,0.0,5.0,10.0,5.0,10.0,100.0,1.0,,,,,,1.0,,2.0,11.0,2.0,2.0,170.0,26.0,2.0,2.0,150.0,,,,,2.0,3.0,5.0,15.0,4.0,3.0,5.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,8.0,1.0,1.0,2.0,1.0
1010201403016.0,3,MILLET,field_crop,50.0,20.0,0.0,10.0,20.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,6.0,16.0,4.0,5.0,6.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,0.0,,0.0,,5.0,80.0,5.0,0.0,,,0.0,,,2.0,80.0,8.0,1.0,1.0,2.0,1.0
1010201403016.0,7,TEFF,field_crop,60.0,0.0,0.0,20.0,20.0,0.0,100.0,1.0,,,,,,3.0,,7.0,9.0,3.0,2.0,704.0,24.0,3.0,2.0,668.0,,,,,4.0,9.0,10.0,31.0,8.0,8.0,11.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,4.0,,8.0,1.0,1.0,2.0,1.0
1010201403016.0,11,CHICK PEAS,field_crop,30.0,0.0,0.0,25.0,30.0,15.0,100.0,2.0,,,,,,3.0,,22.0,42.0,8.0,3.0,1380.0,12.0,10.0,3.0,1270.0,,,,,2.0,4.0,6.0,16.0,4.0,4.0,6.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,8.0,1.0,1.0,2.0,1.0
1010201403026.0,2,MAIZE,field_crop,50.0,0.0,0.0,5.0,20.0,25.0,100.0,1.0,,,,,,1.0,,2.0,25.0,2.0,2.0,420.0,10.0,3.0,2.0,400.0,,,,,1.0,2.0,3.0,6.0,2.0,1.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,1.0,1.0,2.0,1.0
1010201403026.0,3,MILLET,field_crop,70.0,0.0,0.0,5.0,0.0,25.0,100.0,1.0,,,,,,1.0,,3.0,8.0,3.0,2.0,100.0,23.0,3.0,2.0,90.0,,,,,1.0,2.0,3.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,1.0,1.0,2.0,1.0
1010201403026.0,7,TEFF,field_crop,65.0,0.0,0.0,10.0,0.0,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,1.0,1.0,2.0,1.0
1010201403026.0,23,LINESEED,field_crop,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,,,,,,1.0,,23.0,25.0,2.0,0.0,310.0,10.0,3.0,0.0,300.0,,,,,1.0,1.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,1.0,1.0,2.0,1.0
1010201403026.0,38,RED PEPPER,garden_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,1.0,1.0,2.0,1.0
1010201403031.0,2,MAIZE,field_crop,75.0,5.0,5.0,5.0,10.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,4.0,2.0,3.0,3.0,8.0,4.0,1.0,2.0,,5.0,,5.0,,2.0,,2.0,,7.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,9.0,1.0,1.0,2.0,1.0
1010201403031.0,3,MILLET,field_crop,50.0,10.0,0.0,10.0,20.0,10.0,100.0,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,10.0,29.0,12.0,6.0,7.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,4.0,,9.0,1.0,1.0,2.0,1.0
1010201403031.0,7,TEFF,field_crop,60.0,20.0,0.0,10.0,10.0,0.0,100.0,1.0,,,,,,10.0,,7.0,9.0,3.0,4.0,856.0,24.0,3.0,4.0,820.0,,,,,3.0,6.0,9.0,23.0,12.0,6.0,8.0,21.0,10.0,5.0,5.0,,9.0,,0.0,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,9.0,1.0,1.0,2.0,1.0
